Designator,Mid X,Mid Y,Rotation,Layer
U2,18.95043,-14.564196,180.0,bottom
U3,19.489995,1.708507,90.0,bottom
U4,-16.807,-6.592,270.0,bottom
U5,-10.384252,17.224642,270.0,bottom
U6,1.089626,14.977727,0.0,bottom
U7,-20.691934,1.223198,180.0,bottom
U8,26.039626,14.397727,252.0,bottom
U9,20.704981,12.697727,270.0,bottom
X1,9.096228,19.730537,90.0,bottom
X2,12.037494,2.131458,90.0,bottom
X3,2.808921,8.806235,180.0,bottom
